Tokens,Tags,is_negative,sentence
help,O,False,83
me,O,False,83
get,O,False,83
back,O,False,83
into,O,False,83
ketosis,B-ATTRIBUTE,False,83
",",O,False,83
but,O,False,83
not,O,False,83
a,O,False,83
pill.,B-ATTRIBUTE,True,83
Something,O,False,83
I,O,False,83
can,O,False,83
mix,O,False,83
in,O,False,83
my,O,False,83
water.,O,False,83
Looking,O,False,84
for,O,False,84
a,O,False,84
testosterone,B-PRODUCT,False,84
supplment,I-PRODUCT,False,84
and,O,False,84
I,O,False,84
have,O,False,84
no,O,False,84
idea,O,False,84
which,O,False,84
one,O,False,84
to,O,False,84
buy,O,False,84
"Hi,",O,False,85
I,O,False,85
would,O,False,85
like,O,False,85
to,O,False,85
have,O,False,85
a,O,False,85
protein,B-PRODUCT,False,85
powder,I-PRODUCT,False,85
without,O,False,85
caffeine,B-ATTRIBUTE,True,85
i,O,False,86
am,O,False,86
looking,O,False,86
for,O,False,86
a,O,False,86
very,O,False,86
good,O,False,86
fat,B-PRODUCT,False,86
burner,I-PRODUCT,False,86
thats,O,False,86
not,O,False,86
too,O,False,86
heavy,B-ATTRIBUTE,True,86
in,I-ATTRIBUTE,True,86
stimulants.,I-ATTRIBUTE,True,86
I,O,False,87
saw,O,False,87
a,O,False,87
sweater,B-PRODUCT,False,87
block,I-PRODUCT,False,87
with,O,False,87
multi,B-COLOUR,False,87
colour,I-COLOUR,False,87
yesterday.,O,False,87
I,O,False,87
wish,O,False,87
to,O,False,87
order,O,False,87
and,O,False,87
now,O,False,87
can't,O,False,87
find..,O,False,87
I'm,O,False,88
looking,O,False,88
for,O,False,88
a,O,False,88
polo,B-PRODUCT,False,88
shirt,I-PRODUCT,False,88
with,O,False,88
no,O,False,88
logo,B-ATTRIBUTE,True,88
on,O,False,88
it.,O,False,88
Hi,O,False,89
looking,O,False,89
for,O,False,89
the,O,False,89
toque,B-PRODUCT,False,89
and,O,False,89
neck,B-PRODUCT,False,89
tube,I-PRODUCT,False,89
displayed,O,False,89
in,O,False,89
the,O,False,89
woman's,B-ATTRIBUTE,False,89
ski,B-PRODUCT,False,89
jacket,I-PRODUCT,False,89
the,O,False,89
jacket,B-PRODUCT,False,89
color,O,False,89
that,O,False,89
is,O,False,89
light,B-COLOUR,False,89
blue,I-COLOUR,False,89
and,O,False,89
green,B-COLOUR,False,89
",",O,False,89
the,O,False,89
tuque,B-PRODUCT,False,89
and,O,False,89
neck,B-PRODUCT,False,89
tube,I-PRODUCT,False,89
is,O,False,89
a,O,False,89
dusty,B-COLOUR,False,89
pink,I-COLOUR,False,89
sort,O,False,89
of,O,False,89
"color,",O,False,89
I,O,False,89
can't,O,False,89
find,O,False,89
it,O,False,89
anywhere,O,False,89
on,O,False,89
sight,O,False,89
i,O,False,89
see,O,False,89
simiar,O,False,89
items,O,False,89
but,O,False,89
want,O,False,89
a,O,False,89
matching,O,False,89
set,O,False,89
I,O,False,90
am,O,False,90
looking,O,False,90
for,O,False,90
a,O,False,90
bomber,B-ATTRIBUTE,False,90
style,I-ATTRIBUTE,False,90
jacket,B-PRODUCT,False,90
2,B-SIZE,False,90
XS,I-SIZE,False,90
no,O,False,90
hoody,B-ATTRIBUTE,True,90
",",O,False,90
and,O,False,90
black,B-COLOUR,False,90
Women's,B-ATTRIBUTE,False,91
pyjama,B-PRODUCT,False,91
pants,I-PRODUCT,False,91
without,O,False,91
waistband,B-ATTRIBUTE,True,91
Good,O,False,92
morning,O,False,92
I,O,False,92
am,O,False,92
looking,O,False,92
for,O,False,92
a,O,False,92
puffer,B-PRODUCT,False,92
vest,I-PRODUCT,False,92
three-quarter,B-SIZE,False,92
length,I-SIZE,False,92
I've,O,False,92
seen,O,False,92
them,O,False,92
On,O,False,92
the,O,False,92
website,O,False,92
but,O,False,92
no,O,False,92
longer,O,False,92
there,O,False,92
Good,O,False,93
"morning,",O,False,93
I,O,False,93
would,O,False,93
like,O,False,93
to,O,False,93
buy,O,False,93
the,O,False,93
product,B-PRODUCT,False,93
"below,",O,False,93
size,B-SIZE,False,93
M:,I-SIZE,False,93
How,O,False,93
can,O,False,93
I,O,False,93
proceed,O,False,93
with,O,False,93
this,O,False,93
purchase?,O,False,93
It,O,False,93
doesn't,O,False,93
seem,O,False,93
to,O,False,93
be,O,False,93
available,O,False,93
at,O,False,93
the,O,False,93
moment,O,False,93
Want,O,False,94
to,O,False,94
order,O,False,94
Women's,B-ATTRIBUTE,False,94
warm,B-ATTRIBUTE,False,94
waterproof,B-ATTRIBUTE,False,94
snow,B-PRODUCT,False,94
boots,I-PRODUCT,False,94
in,O,False,94
size,B-SIZE,False,94
8,I-SIZE,False,94
.,O,False,94
Doesn't,O,False,94
say,O,False,94
out,O,False,94
of,O,False,94
stock,O,False,94
but,O,False,94
can't,O,False,94
put,O,False,94
order,O,False,94
in.,O,False,94
Please,O,False,94
advise.,O,False,94
"Hi,",O,False,95
I'm,O,False,95
interested,O,False,95
in,O,False,95
the,O,False,95
women's,B-ATTRIBUTE,False,95
waterproof,I-ATTRIBUTE,False,95
mountain,B-PRODUCT,False,95
walking,I-PRODUCT,False,95
jacket,I-PRODUCT,False,95
in,O,False,95
green,B-COLOUR,False,95
but,O,False,95
the,O,False,95
website,O,False,95
only,O,False,95
gives,O,False,95
the,O,False,95
option,O,False,95
for,O,False,95
size,B-SIZE,True,95
XS,I-SIZE,True,95
and,O,False,95
does,O,False,95
not,O,False,95
allow,O,False,95
to,O,False,95
request,O,False,95
a,O,False,95
notification,O,False,95
Hi,O,False,96
I'm,O,False,96
looking,O,False,96
to,O,False,96
buy,O,False,96
this,O,False,96
but,O,False,96
I,O,False,96
cannot,O,False,96
find,O,False,96
an,O,False,96
22,B-SIZE,False,96
mm,I-SIZE,False,96
nozzle,B-PRODUCT,False,96
pump,I-PRODUCT,False,96
"anywhere,",O,False,96
do,O,False,96
you,O,False,96
have,O,False,96
one,O,False,96
on,O,False,96
your,O,False,96
site,O,False,96
or,O,False,96
know,O,False,96
where,O,False,96
I,O,False,96
can,O,False,96
get,O,False,96
one?,O,False,96
Thanks,O,False,96
Pool,B-PRODUCT,False,97
cue,I-PRODUCT,False,97
cases,I-PRODUCT,False,97
not,O,False,97
pool,B-PRODUCT,True,97
cues,I-PRODUCT,True,97
Looking,O,False,98
to,O,False,98
buy,O,False,98
hiking,B-PRODUCT,False,98
trousers,I-PRODUCT,False,98
but,O,False,98
don't,O,False,98
understand,O,False,98
sizes.,O,False,98
I,O,False,98
am,O,False,98
38in,B-SIZE,False,98
waist,I-SIZE,False,98
and,O,False,98
29in,B-SIZE,False,98
leg.,I-SIZE,False,98
Looking,O,False,98
to,O,False,98
buy,O,False,98
trekking,B-PRODUCT,False,98
trousers,I-PRODUCT,False,98
what,O,False,98
size,O,False,98
do,O,False,98
I,O,False,98
need,O,False,98
is,O,False,99
it,O,False,99
possible,O,False,99
to,O,False,99
order,O,False,99
a,O,False,99
bathroom,B-PRODUCT,False,99
vanity,I-PRODUCT,False,99
without,O,False,99
the,O,False,99
countertop?,B-ATTRIBUTE,True,99
I'm,O,False,100
looking,O,False,100
for,O,False,100
a,O,False,100
shower,B-PRODUCT,False,100
unit,I-PRODUCT,False,100
including,O,False,100
walls,B-ATTRIBUTE,False,100
bae,I-ATTRIBUTE,False,100
and,O,False,100
glass,B-MATERIAL,False,100
enclosure,O,False,100
but,O,False,100
the,O,False,100
whole,O,False,100
unit,O,False,100
cannot,O,False,100
be,O,False,100
higher,B-SIZE,False,100
than,O,False,100
75,B-SIZE,True,100
inches,I-SIZE,True,100
Hi,O,False,101
i,O,False,101
need,O,False,101
a,O,False,101
"10""",B-SIZE,False,101
rough,O,False,101
in,O,False,101
toilet,B-PRODUCT,False,101
"asap,",O,False,101
i'm,O,False,101
not,O,False,101
sure,O,False,101
if,O,False,101
you,O,False,101
have,O,False,101
it,O,False,101
in,O,False,101
stock.,O,False,101
I,O,False,101
don't,O,False,101
want,O,False,101
the,O,False,101
screw,B-ATTRIBUTE,True,101
less,I-ATTRIBUTE,False,101
Can,O,False,102
the,O,False,102
shower,B-PRODUCT,False,102
be,O,False,102
sold,O,False,102
without,O,False,102
the,O,False,102
walls?,B-ATTRIBUTE,True,102
You,O,False,103
don't,O,False,103
sell,O,False,103
any,O,False,103
"72""",B-SIZE,False,103
wide,I-SIZE,False,103
vanities?,B-PRODUCT,False,103
looking,O,False,104
for,O,False,104
shower,B-PRODUCT,False,104
system,I-PRODUCT,False,104
with,O,False,104
tub,B-ATTRIBUTE,False,104
faucet,I-ATTRIBUTE,False,104
altough,O,False,104
no,O,False,104
tub,B-PRODUCT,True,104
Looking,O,False,105
for,O,False,105
a,O,False,105
bathroom,B-PRODUCT,False,105
vanity,I-PRODUCT,False,105
&,O,False,105
sink,B-PRODUCT,False,105
no,O,False,105
more,O,False,105
than,O,False,105
"16""",B-SIZE,True,105
deep,I-SIZE,True,105
looking,O,False,106
for,O,False,106
48,B-SIZE,False,106
inches,I-SIZE,False,106
floor,B-PRODUCT,False,106
cabinet,I-PRODUCT,False,106
single,I-PRODUCT,False,106
"sink,",I-PRODUCT,False,106
but,O,False,106
no,O,False,106
couter,B-ATTRIBUTE,True,106
top,I-ATTRIBUTE,True,106
Can,O,False,107
I,O,False,107
purchase,O,False,107
shower,B-PRODUCT,False,107
doors,I-PRODUCT,False,107
and,O,False,107
not,O,False,107
the,O,False,107
entire,B-PRODUCT,True,107
shower,I-PRODUCT,True,107
kit?,I-PRODUCT,True,107
Medicine,B-PRODUCT,False,108
cabinets,I-PRODUCT,False,108
with,O,False,108
no,O,False,108
mirror,B-ATTRIBUTE,True,108
I'm,O,False,109
looking,O,False,109
for,O,False,109
a,O,False,109
55,B-SIZE,False,109
inch,I-SIZE,False,109
vanity,B-PRODUCT,False,109
"top,",I-PRODUCT,False,109
which,O,False,109
is,O,False,109
not,O,False,109
a,O,False,109
regular,B-SIZE,True,109
size.,I-SIZE,True,109
Is,O,False,109
there,O,False,109
a,O,False,109
way,O,False,109
to,O,False,109
have,O,False,109
this,O,False,109
size?,O,False,109
I,O,False,110
need,O,False,110
a,O,False,110
"42""",B-SIZE,False,110
kitchen,B-PRODUCT,False,110
island.,I-PRODUCT,False,110
Do,O,False,110
you,O,False,110
have,O,False,110
any?,O,False,110
I,O,False,110
can't,O,False,110
find,O,False,110
them,O,False,110
on,O,False,110
the,O,False,110
website.,O,False,110
I,O,False,111
am,O,False,111
looking,O,False,111
for,O,False,111
a,O,False,111
black,B-COLOUR,False,111
glass,B-MATERIAL,False,111
shower,B-PRODUCT,False,111
tile.,I-PRODUCT,False,111
It,O,False,111
does,O,False,111
not,O,False,111
need,O,False,111
to,O,False,111
be,O,False,111
a,O,False,111
solid,B-COLOUR,True,111
"black,",I-COLOUR,True,111
can,O,False,111
have,O,False,111
accents,O,False,111
of,O,False,111
clear,B-COLOUR,False,111
or,O,False,111
silver,B-COLOUR,False,111
glass,I-COLOUR,False,111
tones,I-COLOUR,False,111
Medicine,B-PRODUCT,False,112
cabinet,I-PRODUCT,False,112
with,O,False,112
mirror,B-ATTRIBUTE,False,112
and,O,False,112
no,O,False,112
lights,B-ATTRIBUTE,True,112
We,O,False,113
are,O,False,113
looking,O,False,113
for,O,False,113
a,O,False,113
72,B-SIZE,False,113
inch,I-SIZE,False,113
soaker,B-PRODUCT,False,113
"tub,",I-PRODUCT,False,113
no,O,False,113
jets.,B-ATTRIBUTE,True,113
can,O,False,114
I,O,False,114
order,O,False,114
just,O,False,114
the,O,False,114
top,B-PRODUCT,False,114
and,O,False,114
not,O,False,114
the,O,False,114
cabinet?,B-PRODUCT,True,114
barbeque,B-PRODUCT,False,115
without,O,False,115
charcoal,B-ATTRIBUTE,True,115
Hi,O,False,116
"there,",O,False,116
I'm,O,False,116
interested,O,False,116
in,O,False,116
a,O,False,116
vanity.,B-PRODUCT,False,116
Am,O,False,116
I,O,False,116
able,O,False,116
to,O,False,116
purchase,O,False,116
without,O,False,116
the,O,False,116
sink,B-ATTRIBUTE,True,116
top?,I-ATTRIBUTE,True,116
Can,O,False,117
I,O,False,117
order,O,False,117
this,O,False,117
vessel,B-PRODUCT,False,117
sink,I-PRODUCT,False,117
without,O,False,117
the,O,False,117
attached,B-ATTRIBUTE,True,117
faucet,I-ATTRIBUTE,True,117
?,O,False,117
I'm,O,False,118
looking,O,False,118
for,O,False,118
a,O,False,118
"30""",B-SIZE,False,118
cabinet,B-PRODUCT,False,118
with,O,False,118
no,O,False,118
top,B-ATTRIBUTE,True,118
Looking,O,False,119
for,O,False,119
vanity,B-PRODUCT,False,119
but,O,False,119
sink,B-ATTRIBUTE,True,119
must,I-ATTRIBUTE,True,119
have,I-ATTRIBUTE,True,119
no,I-ATTRIBUTE,True,119
holes.,I-ATTRIBUTE,True,119
Faucet,B-ATTRIBUTE,False,119
in,I-ATTRIBUTE,False,119
on,I-ATTRIBUTE,False,119
wall,I-ATTRIBUTE,False,119
already,O,False,119
Hi.,O,False,120
I'm,O,False,120
looking,O,False,120
for,O,False,120
"36""",B-SIZE,False,120
vanity,B-PRODUCT,False,120
wall,B-ATTRIBUTE,False,120
mounted,I-ATTRIBUTE,False,120
black,B-COLOUR,False,120
or,O,False,120
white.,B-COLOUR,False,120
With,O,False,120
towel,B-ATTRIBUTE,False,120
storage,I-ATTRIBUTE,False,120
but,O,False,120
no,O,False,120
sinc,B-ATTRIBUTE,True,120
I,O,False,121
want,O,False,121
just,O,False,121
this,O,False,121
cabinet,B-PRODUCT,False,121
without,O,False,121
the,O,False,121
top,B-ATTRIBUTE,True,121
as,O,False,121
i,O,False,121
want,O,False,121
top,B-PRODUCT,False,121
mounted,I-PRODUCT,False,121
basins,I-PRODUCT,False,121
on,O,False,121
a,O,False,121
surface,O,False,121
matching,O,False,121
my,O,False,121
kitchen,O,False,121
Looking,O,False,122
for,O,False,122
a,O,False,122
pivot,B-PRODUCT,False,122
shower,I-PRODUCT,False,122
door,I-PRODUCT,False,122
in,O,False,122
black,B-COLOUR,False,122
to,O,False,122
fit,O,False,122
a,O,False,122
33,B-SIZE,False,122
inch,I-SIZE,False,122
opening,O,False,122
preferably,O,False,122
but,O,False,122
not,O,False,122
necessarily.,O,False,122
bathtub,B-PRODUCT,False,123
without,O,False,123
faucet?,B-ATTRIBUTE,True,123
Can,O,False,124
you,O,False,124
order,O,False,124
the,O,False,124
"59""",B-SIZE,False,124
bathrub,B-PRODUCT,False,124
without,O,False,124
the,O,False,124
faucet?,B-ATTRIBUTE,True,124
I,O,False,125
want,O,False,125
Grey,B-COLOUR,False,125
toilet,B-PRODUCT,False,125
not,O,False,125
assessceries,B-PRODUCT,True,125
I,O,False,126
cannot,O,False,126
seem,O,False,126
to,O,False,126
sort,O,False,126
by,O,False,126
colour.,O,False,126
I,O,False,126
am,O,False,126
looking,O,False,126
for,O,False,126
a,O,False,126
cream,B-COLOUR,False,126
"38""",B-SIZE,False,126
corner,B-PRODUCT,False,126
shower,I-PRODUCT,False,126
stall,I-PRODUCT,False,126
do,O,False,127
you,O,False,127
have,O,False,127
60,B-SIZE,False,127
Inch,I-SIZE,False,127
kitchen,B-PRODUCT,False,127
island,I-PRODUCT,False,127
with,O,False,127
quartz,B-MATERIAL,False,127
top,B-ATTRIBUTE,False,127
with,O,False,127
no,O,False,127
seatings,B-ATTRIBUTE,True,127
Frameless,B-ATTRIBUTE,False,128
beveled,B-ATTRIBUTE,False,128
mirror,B-PRODUCT,False,128
no,O,False,128
more,O,False,128
than,O,False,128
"29""x29""",B-SIZE,False,128
Bath,B-PRODUCT,False,129
tub,I-PRODUCT,False,129
without,O,False,129
texture,B-TEXTURE,True,129
Looking,O,False,130
for,O,False,130
a,O,False,130
bathroom,B-PRODUCT,False,130
cabinet,I-PRODUCT,False,130
without,O,False,130
top,B-ATTRIBUTE,True,130
60,B-SIZE,False,130
inches,I-SIZE,False,130
Looking,O,False,131
for,O,False,131
a,O,False,131
medicine,B-PRODUCT,False,131
cabinet,I-PRODUCT,False,131
with,O,False,131
mirror,B-ATTRIBUTE,False,131
front,O,False,131
not,O,False,131
Recessed,O,False,131
that,O,False,131
would,O,False,131
fit,O,False,131
50,B-SIZE,False,131
inch,I-SIZE,False,131
wide,I-SIZE,False,131
39,B-SIZE,False,131
inch,I-SIZE,False,131
tall,I-SIZE,False,131
the,O,False,131
best,O,False,131
I,O,False,132
need,O,False,132
a,O,False,132
"60""",B-SIZE,False,132
vanity,B-PRODUCT,False,132
with,O,False,132
a,O,False,132
sink,B-ATTRIBUTE,False,132
that's,O,False,132
offset,B-ATTRIBUTE,False,132
to,I-ATTRIBUTE,False,132
the,I-ATTRIBUTE,False,132
right,I-ATTRIBUTE,False,132
-,O,False,132
not,O,False,132
centred,B-ATTRIBUTE,True,132
I,O,False,133
am,O,False,133
looking,O,False,133
for,O,False,133
a,O,False,133
37,B-SIZE,False,133
inch,I-SIZE,False,133
bathroom,B-PRODUCT,False,133
cabinet,I-PRODUCT,False,133
without,O,False,133
a,O,False,133
top,B-ATTRIBUTE,True,133
or,O,False,133
sink,B-ATTRIBUTE,True,133
because,O,False,133
I,O,False,133
have,O,False,133
one.,O,False,133
Do,O,False,133
you,O,False,133
have,O,False,133
anything,O,False,133
in,O,False,133
stock?,O,False,133
I'm,O,False,134
looking,O,False,134
for,O,False,134
a,O,False,134
mirror,B-PRODUCT,False,134
without,O,False,134
a,O,False,134
fram,B-ATTRIBUTE,True,134
40,B-SIZE,False,134
inches,I-SIZE,False,134
x,O,False,134
60,B-SIZE,False,134
inches,I-SIZE,False,134
I,O,False,135
am,O,False,135
looking,O,False,135
for,O,False,135
a,O,False,135
kitchen,B-PRODUCT,False,135
faucet,I-PRODUCT,False,135
in,O,False,135
Stainless,B-MATERIAL,False,135
Steel.,I-MATERIAL,False,135
Do,O,False,135
you,O,False,135
have,O,False,135
in,O,False,135
stock,O,False,135
na,O,False,135
did,O,False,135
not,O,False,135
what,O,False,135
would,O,False,135
be,O,False,135
turn,O,False,135
around,O,False,135
time,O,False,135
and,O,False,135
pricing.,O,False,135
Thanks,O,False,135
Hi,O,False,136
looking,O,False,136
for,O,False,136
a,O,False,136
24,B-SIZE,False,136
inch,I-SIZE,False,136
vanity,B-PRODUCT,False,136
top,I-PRODUCT,False,136
and,I-PRODUCT,False,136
"sink,",I-PRODUCT,False,136
no,O,False,136
base,B-ATTRIBUTE,True,136
Bathroom,B-PRODUCT,False,137
vanities,I-PRODUCT,False,137
no,O,False,137
countertop,B-ATTRIBUTE,True,137
I,O,False,138
don't,O,False,138
want,O,False,138
double,B-ATTRIBUTE,True,138
"sink,",B-PRODUCT,True,138
I,O,False,138
want,O,False,138
a,O,False,138
rectangle,B-SHAPE,False,138
sink,B-PRODUCT,False,138
Looking,O,False,139
for,O,False,139
a,O,False,139
30,B-SIZE,False,139
inch,I-SIZE,False,139
bathroom,B-PRODUCT,False,139
vanity,I-PRODUCT,False,139
not,O,False,139
"55""",B-SIZE,True,139
I,O,False,140
am,O,False,140
looking,O,False,140
for,O,False,140
a,O,False,140
30,B-SIZE,False,140
inch,I-SIZE,False,140
bathroom,B-PRODUCT,False,140
shelf,I-PRODUCT,False,140
not,O,False,140
wall,B-ATTRIBUTE,True,140
mounted,I-ATTRIBUTE,True,140
Wall,B-ATTRIBUTE,False,141
mount,I-ATTRIBUTE,False,141
rectangular,B-SHAPE,False,141
sink,B-PRODUCT,False,141
without,O,False,141
a,O,False,141
faucet,B-ATTRIBUTE,True,141
hole,I-ATTRIBUTE,True,141
Grey,B-COLOUR,False,142
toilet,B-PRODUCT,False,142
not,O,False,142
toilet,B-PRODUCT,True,142
brush,I-PRODUCT,True,142
Good,O,False,143
morning.,O,False,143
We,O,False,143
are,O,False,143
looking,O,False,143
for,O,False,143
chrome,B-MATERIAL,False,143
shower,B-PRODUCT,False,143
head,I-PRODUCT,False,143
with,O,False,143
high,B-ATTRIBUTE,False,143
pressure,I-ATTRIBUTE,False,143
-,O,False,143
simple,O,False,143
no,O,False,143
bells,O,False,143
and,O,False,143
whistles,O,False,143
just,O,False,143
good,B-ATTRIBUTE,False,143
pressure,I-ATTRIBUTE,False,143
can,O,False,144
you,O,False,144
help,O,False,144
me,O,False,144
find,O,False,144
a,O,False,144
pharmacy,B-PRODUCT,False,144
without,O,False,144
a,O,False,144
mirror,B-ATTRIBUTE,True,144
"18-20""",B-SIZE,False,144
wide?,I-SIZE,False,144
Looking,O,False,145
for,O,False,145
a,O,False,145
double,B-PRODUCT,False,145
sink,I-PRODUCT,False,145
in,O,False,145
black,B-COLOUR,False,145
that,O,False,145
is,O,False,145
no,O,False,145
more,O,False,145
than,O,False,145
"23""",B-SIZE,False,145
wide.,I-SIZE,False,145
Does,O,False,145
this,O,False,145
exist?,O,False,145
I,O,False,146
am,O,False,146
looking,O,False,146
for,O,False,146
a,O,False,146
toilet,B-PRODUCT,False,146
seat,I-PRODUCT,False,146
without,O,False,146
undermounted,B-ATTRIBUTE,True,146
hinges,I-ATTRIBUTE,True,146
for,O,False,146
a,O,False,146
one,B-ATTRIBUTE,False,146
piece,I-ATTRIBUTE,False,146
toilet,I-ATTRIBUTE,False,146
Do,O,False,147
you,O,False,147
have,O,False,147
mirror,B-PRODUCT,False,147
medicine,I-PRODUCT,False,147
cabinet,I-PRODUCT,False,147
without,O,False,147
led,B-ATTRIBUTE,True,147
Do,O,False,148
you,O,False,148
have,O,False,148
shower,B-PRODUCT,False,148
panels,I-PRODUCT,False,148
that,O,False,148
aren't,O,False,148
see,B-ATTRIBUTE,True,148
through?,I-ATTRIBUTE,True,148
Like,O,False,148
frosted,B-MATERIAL,False,148
glass,I-MATERIAL,False,148
I,O,False,149
don't,O,False,149
need,O,False,149
a,O,False,149
vanity,B-PRODUCT,True,149
just,O,False,149
the,O,False,149
quartz,B-MATERIAL,False,149
top,B-PRODUCT,False,149
with,O,False,149
built,B-ATTRIBUTE,False,149
in,I-ATTRIBUTE,False,149
sink,I-ATTRIBUTE,False,149
"Hi,",O,False,150
I,O,False,150
was,O,False,150
looking,O,False,150
a,O,False,150
free,B-ATTRIBUTE,False,150
standing,I-ATTRIBUTE,False,150
tub,B-PRODUCT,False,150
yesterday,O,False,150
for,O,False,150
$650,B-PRICE,False,150
",",O,False,150
it,O,False,150
was,O,False,150
on,O,False,150
for,O,False,150
50%,O,False,150
off.,O,False,150
I,O,False,150
don't,O,False,150
see,O,False,150
it,O,False,150
"now,",O,False,150
is,O,False,150
it,O,False,150
still,O,False,150
on,O,False,150
sale,O,False,150
?,O,False,150
Looking,O,False,151
for,O,False,151
a,O,False,151
large,B-SIZE,False,151
free,B-ATTRIBUTE,False,151
standing,I-ATTRIBUTE,False,151
tub...,B-PRODUCT,False,151
not,O,False,151
acrylic,B-MATERIAL,True,151
or,O,False,151
fiberglass,B-MATERIAL,True,151
i,O,False,152
don't,O,False,152
want,O,False,152
a,O,False,152
complete,O,False,152
vanity,B-PRODUCT,True,152
just,O,False,152
the,O,False,152
top,B-PRODUCT,False,152
Hi,O,False,153
..,O,False,153
never,O,False,153
been,O,False,153
to,O,False,153
your,O,False,153
store,O,False,153
",looking",O,False,153
for,O,False,153
vinyl,B-MATERIAL,False,153
wardrobes,B-PRODUCT,False,153
do,O,False,153
not,O,False,153
know,O,False,153
if,O,False,153
you,O,False,153
carry,O,False,153
those,O,False,153
..,O,False,153
thanks,O,False,153
Thank,O,False,154
you,O,False,154
very,O,False,154
much,O,False,154
I'm,O,False,154
looking,O,False,154
for,O,False,154
a,O,False,154
shower,B-PRODUCT,False,154
stall,I-PRODUCT,False,154
kit,I-PRODUCT,False,154
that,O,False,154
is,O,False,154
not,O,False,154
priced,B-PRICE,True,154
to,I-PRICE,True,154
high,I-PRICE,True,154
it's,O,False,154
for,O,False,154
a,O,False,154
basement,O,False,154
t-shirt,B-PRODUCT,False,155
without,O,False,155
logo,B-ATTRIBUTE,True,155
Shower,B-PRODUCT,False,156
door,I-PRODUCT,False,156
no,O,False,156
side,B-ATTRIBUTE,True,156
panels,I-ATTRIBUTE,True,156
I,O,False,157
am,O,False,157
looking,O,False,157
for,O,False,157
a,O,False,157
heated,B-ATTRIBUTE,False,157
air,I-ATTRIBUTE,False,157
and,O,False,157
water,B-ATTRIBUTE,False,157
jetted,I-ATTRIBUTE,False,157
tub.,B-PRODUCT,False,157
bathub,B-PRODUCT,False,158
with,O,False,158
jets,B-ATTRIBUTE,False,158
"Hello,",O,False,159
what,O,False,159
is,O,False,159
the,O,False,159
biggest,B-SIZE,False,159
blade,B-ATTRIBUTE,False,159
on,O,False,159
a,O,False,159
shower,B-PRODUCT,False,159
squeegee,I-PRODUCT,False,159
that,O,False,159
you,O,False,159
carry??,O,False,159
looking,O,False,160
for,O,False,160
a,O,False,160
bathtub,B-PRODUCT,False,160
left,B-ATTRIBUTE,False,160
hand,I-ATTRIBUTE,False,160
drain,I-ATTRIBUTE,False,160
but,O,False,160
square,B-SHAPE,False,160
not,O,False,160
oval,B-SHAPE,True,160
Do,O,False,161
you,O,False,161
sell,O,False,161
a,O,False,161
tub,B-PRODUCT,False,161
shower,I-PRODUCT,False,161
faucet,I-PRODUCT,False,161
set,I-PRODUCT,False,161
that,O,False,161
does,O,False,161
not,O,False,161
have,O,False,161
the,O,False,161
anti,B-ATTRIBUTE,True,161
scald,I-ATTRIBUTE,True,161
feature?,I-ATTRIBUTE,True,161
What,O,False,162
rectangular,B-SHAPE,False,162
shower,B-PRODUCT,False,162
units,I-PRODUCT,False,162
are,O,False,162
available?,O,False,162
I,O,False,163
am,O,False,163
looking,O,False,163
for,O,False,163
a,O,False,163
35,B-SIZE,False,163
inch,I-SIZE,False,163
bathroom,B-PRODUCT,False,163
sink,I-PRODUCT,False,163
countertop,I-PRODUCT,False,163
with,O,False,163
sink,B-ATTRIBUTE,False,163
I'm,O,False,164
looking,O,False,164
f,O,False,164
or,O,False,164
a,O,False,164
Black,B-COLOUR,False,164
Matte,B-TEXTURE,False,164
bathtub,B-PRODUCT,False,164
double,I-PRODUCT,False,164
sliding,I-PRODUCT,False,164
door,I-PRODUCT,False,164
Need,O,False,165
a,O,False,165
27,B-SIZE,False,165
inch,I-SIZE,False,165
frameless,B-ATTRIBUTE,False,165
shower,B-PRODUCT,False,165
door,I-PRODUCT,False,165
Looking,O,False,166
for,O,False,166
30,B-SIZE,False,166
inch,I-SIZE,False,166
white,B-COLOUR,False,166
desk,B-PRODUCT,False,166
set,I-PRODUCT,False,166
