Sentence_index	Token_index	Token	Negation
750	26	peace	False
750	27	seems	False
750	28	to	False
750	29	be	False
750	30	not	False
750	31	an	True
750	32	option	True
750	33	is	False
750	34	the	False
750	35	usual	False
750	36	suspects	False
750	37	of	False
750	38	the	False
750	39	1%	False
750	40	and	False
750	41	the	False
750	42	military-industrial	False
750	43	complex	False
750	44	profiting	False
750	45	from	False
750	46	war	False
750	47	and	False
750	48	war	False
750	49	refugees	False
750	50	.	False
751	1	Zero	False
751	2	examples	True
751	3	.	False
752	1	And	False
752	2	the	False
752	3	Muslim	False
752	4	countries	False
752	5	you	False
752	6	refer	False
752	7	to	False
752	8	are	False
752	9	all	False
752	10	3rd	False
752	11	world	False
752	12	,	False
752	13	poor	False
752	14	-	False
752	15	great	False
752	16	.	False
753	1	They	False
753	2	did	False
753	3	when	False
753	4	non	False
753	5	Muslims	False
753	6	like	False
753	7	Hitler	False
753	8	and	False
753	9	Mussolini	False
753	10	and	False
753	11	Christian	False
753	12	countries	False
753	13	like	False
753	14	Germany	False
753	15	and	False
753	16	Italy	False
753	17	started	False
753	18	taking	False
753	19	over	False
753	20	Europe	False
753	21	in	False
753	22	the	False
753	23	1940s	False
753	24	.	False
754	1	Christians	False
754	2	from	False
754	3	countries	False
754	4	around	False
754	5	the	False
754	6	world	False
754	7	fought	False
754	8	other	False
754	9	Christians	False
754	10	who	False
754	11	were	False
754	12	militant	False
754	13	,	False
754	14	violent	False
754	15	and	False
754	16	trying	False
754	17	to	False
754	18	take	False
754	19	over	False
754	20	.	False
755	1	So	False
755	2	why	False
755	3	don't	False
755	4	moderate	True
755	5	Muslims	True
755	6	head	True
755	7	to	True
755	8	places	True
755	9	like	True
755	10	Iraq	True
755	11	and	True
755	12	Syria	True
755	13	and	True
755	14	to	True
755	15	other	True
755	16	countries	True
755	17	where	True
755	18	Muslim	True
755	19	extremists	True
755	20	and	True
755	21	terrorists	True
755	22	exist	True
755	23	to	True
755	24	eradicate	True
755	25	those	True
755	26	Muslim	True
755	27	radicals	True
755	28	,	False
755	29	to	False
755	30	protect	False
755	31	Islam	False
755	32	and	False
755	33	to	False
755	34	prevent	False
755	35	it	False
755	36	from	False
755	37	being	False
755	38	hijacked	False
755	39	and	False
755	40	perverted	False
755	41	?	False
756	1	I	False
756	2	think	False
756	3	Marie	False
756	4	Heinen	False
756	5	has	False
756	6	misinterpreted	False
756	7	the	False
756	8	phrase	False
756	9	Michelle	False
756	10	Obama	False
756	11	used	False
756	12	in	False
756	13	her	False
756	14	outstanding	False
756	15	speech	False
756	16	about	False
756	17	the	False
756	18	value	False
756	19	of	False
756	20	women	False
756	21	.	False
757	1	In	False
757	2	'	False
757	3	going	False
757	4	high	False
757	5	when	False
757	6	they	False
757	7	go	False
757	8	low	False
757	9	'	False
757	10	we	False
757	11	do	False
757	12	not	False
757	13	become	True
757	14	one	True
757	15	of	True
757	16	'	True
757	17	them	True
757	18	'	False
757	19	-	False
757	20	the	False
757	21	knife	False
757	22	holders	False
757	23	for	False
757	24	example	False
757	25	,	False
757	26	but	False
757	27	we	False
757	28	stay	False
757	29	true	False
757	30	to	False
757	31	ourselves	False
757	32	in	False
757	33	treating	False
757	34	others	False
757	35	as	False
757	36	we	False
757	37	would	False
757	38	be	False
757	39	treated	False
757	40	.	False
758	1	If	False
758	2	you	False
758	3	want	False
758	4	something	False
758	5	to	False
758	6	say	False
758	7	to	False
758	8	your	False
758	9	daughters	False
758	10	listen	False
758	11	to	False
758	12	Michelle's	False
758	13	speech	False
758	14	.	False
759	1	Women	False
759	2	and	False
759	3	men	False
759	4	,	False
759	5	girls	False
759	6	and	False
759	7	boys	False
759	8	who	False
759	9	refuse	False
759	10	to	False
759	11	participate	False
759	12	in	False
759	13	destroying	False
759	14	others	False
759	15	to	False
759	16	gain	False
759	17	power	False
759	18	over	False
759	19	others	False
759	20	,	False
759	21	but	False
759	22	who	False
759	23	act	False
759	24	and	False
759	25	think	False
759	26	with	False
759	27	the	False
759	28	belief	False
759	29	in	False
759	30	equality	False
759	31	and	False
759	32	respect	False
759	33	between	False
759	34	ourselves	False
759	35	.	False
760	1	Sorry	False
760	2	,	False
760	3	but	False
760	4	we've	False
760	5	done	False
760	6	more	False
760	7	than	False
760	8	enough	False
760	9	already	False
760	10	.	False
761	1	Don't	False
761	2	bite	True
761	3	the	True
761	4	hand	True
761	5	that	True
761	6	has	True
761	7	feeded	True
761	8	.	False
762	1	Besides	False
762	2	the	False
762	3	fact	False
762	4	that	False
762	5	Uber	False
762	6	has	False
762	7	people	False
762	8	driving	False
762	9	their	False
762	10	cars	False
762	11	around	False
762	12	without	False
762	13	insurance	True
762	14	,	False
762	15	where	False
762	16	they	False
762	17	really	False
762	18	should	False
762	19	be	False
762	20	getting	False
762	21	both	False
762	22	$50,000.00	False
762	23	fines	False
762	24	for	False
762	25	not	False
762	26	having	True
762	27	insurance	True
762	28	and	False
762	29	$250,000.00	False
762	30	fine	False
762	31	when	False
762	32	they	False
762	33	attempt	False
762	34	to	False
762	35	claim	False
762	36	that	False
762	37	they	False
762	38	dont	False
762	39	use	True
762	40	their	True
762	41	car	True
762	42	for	True
762	43	transporting	True
762	44	people	True
762	45	when	True
762	46	they	True
762	47	have	True
762	48	an	True
762	49	accident	True
762	50	,	False
762	51	and	False
762	52	their	False
762	53	obvious	False
762	54	tax	False
762	55	fraud	False
762	56	,	False
762	57	both	False
762	58	for	False
762	59	income	False
762	60	tax	False
762	61	as	False
762	62	well	False
762	63	as	False
762	64	HST	False
762	65	,	False
762	66	I	False
762	67	guess	False
762	68	they	False
762	69	scared	False
762	70	the	False
762	71	G	False
762	72	&	False
762	73	M	False
762	74	into	False
762	75	writing	False
762	76	such	False
762	77	nonsense	False
762	78	,	False
763	1	"	False
763	2	union	False
763	3	bosses	False
763	4	"	False
763	5	?	False
764	1	You	False
764	2	mean	False
764	3	democratically	False
764	4	elected	False
764	5	union	False
764	6	leaders	False
764	7	?	False
765	1	The	False
765	2	one	False
765	3	who	False
765	4	object	False
765	5	to	False
765	6	*	False
765	7	their	False
765	8	*	False
765	9	bosses	False
765	10	pretense	False
765	11	that	False
765	12	all	False
765	13	economic	False
765	14	activity	False
765	15	is	False
765	16	the	False
765	17	result	False
765	18	of	False
765	19	a	False
765	20	handfull	False
765	21	of	False
765	22	VERY	False
765	23	IMPORTANT	False
765	24	MEN	False
765	25	?	False
766	1	Who	False
766	2	object	False
766	3	to	False
766	4	the	False
766	5	bizarre	False
766	6	notion	False
766	7	that	False
766	8	workers	False
766	9	don't	False
766	10	matter	True
766	11	?	False
767	1	If	False
767	2	she	False
767	3	had	False
767	4	taken	False
767	5	Bernie	False
767	6	Sanders	False
767	7	approach	False
767	8	or	False
767	9	view	False
767	10	to	False
767	11	politics	False
767	12	in	False
767	13	the	False
767	14	USA	False
767	15	she	False
767	16	would	False
767	17	have	False
767	18	been	False
767	19	elected	False
767	20	.	False
768	1	Instead	False
768	2	she	False
768	3	offered	False
768	4	the	False
768	5	novelty	False
768	6	,	False
768	7	not	False
768	8	of	True
768	9	a	True
768	10	new	True
768	11	way	True
768	12	of	True
768	13	doing	True
768	14	politics	True
768	15	,	False
768	16	but	False
768	17	of	False
768	18	electing	False
768	19	a	False
768	20	woman	False
768	21	to	False
768	22	preside	False
768	23	over	False
768	24	four	False
768	25	more	False
768	26	years	False
768	27	of	False
768	28	the	False
768	29	status	False
768	30	quo	False
768	31	.	False
769	1	Her	False
769	2	gender	False
769	3	was	False
769	4	not	False
769	5	enough	True
769	6	of	True
769	7	a	True
769	8	catch	True
769	9	to	True
769	10	dispel	True
769	11	the	True
769	12	fear	True
769	13	of	True
769	14	a	True
769	15	lack	True
769	16	of	True
769	17	substantive	True
769	18	change	True
769	19	.	False
770	1	Hopefully	False
770	2	the	False
770	3	next	False
770	4	woman	False
770	5	that	False
770	6	wants	False
770	7	to	False
770	8	rise	False
770	9	to	False
770	10	the	False
770	11	top	False
770	12	will	False
770	13	riding	False
770	14	a	False
770	15	legitimate	False
770	16	wave	False
770	17	of	False
770	18	real	False
770	19	progressive	False
770	20	enthusiasm	False
770	21	,	False
770	22	rather	False
770	23	than	False
770	24	tired	False
770	25	ideas	False
770	26	in	False
770	27	a	False
770	28	pant	False
770	29	suit	False
770	30	.	False
771	1	Because	False
771	2	you	False
771	3	can't	False
771	4	just	True
771	5	go	True
771	6	to	True
771	7	city	True
771	8	hall	True
771	9	and	True
771	10	get	True
771	11	a	True
771	12	license	True
771	13	to	True
771	14	operate	True
771	15	a	True
771	16	cab	True
771	17	company	True
771	18	like	True
771	19	you	True
771	20	would	True
771	21	for	True
771	22	a	True
771	23	pet	True
771	24	license	True
771	25	,	True
771	26	drivers	True
771	27	license	True
771	28	,	True
771	29	etc	True
771	30	.	False
772	1	The	False
772	2	supply	False
772	3	of	False
772	4	these	False
772	5	licenses	False
772	6	is	False
772	7	artificially	False
772	8	restricted	False
772	9	,	False
772	10	and	False
772	11	that's	False
772	12	a	False
772	13	huge	False
772	14	part	False
772	15	of	False
772	16	the	False
772	17	problem.City	False
772	18	hall	False
772	19	needs	False
772	20	to	False
772	21	get	False
772	22	out	False
772	23	of	False
772	24	the	False
772	25	way	False
772	26	and	False
772	27	allow	False
772	28	the	False
772	29	free	False
772	30	market	False
772	31	to	False
772	32	take	False
772	33	over	False
772	34	.	False
773	1	For	False
773	2	sure	False
773	3	,	False
773	4	they	False
773	5	can	False
773	6	set	False
773	7	reasonable	False
773	8	standards	False
773	9	to	False
773	10	prevent	False
773	11	abuses	False
773	12	-	False
773	13	and	False
773	14	some	False
773	15	of	False
773	16	the	False
773	17	tactics	False
773	18	of	False
773	19	uber	False
773	20	,	False
773	21	like	False
773	22	surge	False
773	23	pricing	False
773	24	during	False
773	25	a	False
773	26	terrorist	False
773	27	attack	False
773	28	certainly	False
773	29	are	False
773	30	abusive	False
773	31	-	False
773	32	but	False
773	33	these	False
773	34	standards	False
773	35	need	False
773	36	not	False
773	37	include	True
773	38	an	True
773	39	artificial	True
773	40	limit	True
773	41	on	True
773	42	the	True
773	43	number	True
773	44	of	True
773	45	taxis	True
773	46	on	True
773	47	the	True
773	48	road	True
773	49	.	False
774	1	My	False
774	2	gosh	False
774	3	this	False
774	4	writer	False
774	5	holds	False
774	6	the	False
774	7	world	False
774	8	to	False
774	9	an	False
774	10	awfully	False
774	11	high	False
774	12	standard	False
774	13	.	False
775	1	These	False
775	2	people	False
775	3	have	False
775	4	been	False
775	5	given	False
775	6	a	False
775	7	chance	False
775	8	to	False
775	9	live	False
775	10	in	False
775	11	peace	False
775	12	.	False
776	1	Life	False
776	2	in	False
776	3	Canada	False
776	4	is	False
776	5	not	False
776	6	easy	True
776	7	and	False
776	8	costs	False
776	9	lots	False
776	10	of	False
776	11	money	False
776	12	.	False
777	1	If	False
777	2	taking	False
777	3	a	False
777	4	job	False
777	5	that	False
777	6	is	False
777	7	available	False
777	8	but	False
777	9	not	False
777	10	to	True
777	11	your	True
777	12	liking	True
777	13	is	False
777	14	required	False
777	15	,	False
777	16	than	False
777	17	so	False
777	18	be	False
777	19	it	False
777	20	.	False
778	1	This	False
778	2	editorial	False
778	3	is	False
778	4	pretty	False
778	5	much	False
778	6	similar	False
778	7	to	False
778	8	the	False
778	9	Guardian's	False
778	10	editorial	False
778	11	this	False
778	12	morning	False
778	13	.	False
779	1	Funny	False
779	2	how	False
779	3	that	False
779	4	is	False
779	5	.	False
780	1	While	False
780	2	some	False
780	3	points	False
780	4	made	False
780	5	are	False
780	6	valid	False
780	7	concerns	False
780	8	about	False
780	9	Trump	False
780	10	,	False
780	11	both	False
780	12	editorials	False
780	13	glaringly	False
780	14	neglect	False
780	15	to	True
780	16	mention	True
780	17	Hillary	True
780	18	Clinton's	True
780	19	egregious	True
780	20	faults	True
780	21	.	False
781	1	The	False
781	2	fact	False
781	3	that	False
781	4	the	False
781	5	Democratic	False
781	6	party	False
781	7	sold	False
781	8	out	False
781	9	it's	False
781	10	base	False
781	11	support	False
781	12	during	False
781	13	the	False
781	14	primaries	False
781	15	-	False
781	16	it's	False
781	17	corruption	False
781	18	exposed	False
781	19	is	False
781	20	probably	False
781	21	reason	False
781	22	enough	False
781	23	that	False
781	24	they	False
781	25	lost	False
781	26	.	False
782	1	Notwithstanding	False
782	2	the	True
782	3	fact	True
782	4	that	True
782	5	Clinton's	True
782	6	stated	True
782	7	platform	True
782	8	of	True
782	9	a	True
782	10	no	False
782	11	fly	True
782	12	zone	True
782	13	over	True
782	14	Syria	True
782	15	was	True
782	16	going	True
782	17	to	True
782	18	lead	True
782	19	to	True
782	20	war	True
782	21	with	True
782	22	Russia	True
782	23	had	True
782	24	me	True
782	25	breathing	True
782	26	a	True
782	27	sigh	True
782	28	of	True
782	29	relief	True
782	30	this	True
782	31	morning	True
782	32	.	True
783	1	Or	False
783	2	maybe	False
783	3	Hillary	False
783	4	simply	False
783	5	didn't	False
783	6	have	True
783	7	a	True
783	8	very	True
783	9	good	True
783	10	campaign	True
783	11	,	False
783	12	had	False
783	13	the	False
783	14	wrong	False
783	15	advisers	False
783	16	,	False
783	17	and	False
783	18	,	False
783	19	like	False
783	20	all	False
783	21	candidates	False
783	22	,	False
783	23	had	False
783	24	certain	False
783	25	flaws	False
783	26	that	False
783	27	her	False
783	28	opponents	False
783	29	went	False
783	30	after	False
783	31	?	False
784	1	I	False
784	2	was	False
784	3	struck	False
784	4	by	False
784	5	the	False
784	6	fact	False
784	7	she	False
784	8	frequently	False
784	9	reminded	False
784	10	people	False
784	11	(	False
784	12	'	False
784	13	I'm	False
784	14	with	False
784	15	Her	False
784	16	'	False
784	17	)	False
784	18	that	False
784	19	SHE	False
784	20	was	False
784	21	running	False
784	22	for	False
784	23	President	False
784	24	.	False
785	1	How	False
785	2	often	False
785	3	did	False
785	4	Barack	False
785	5	Obama	False
785	6	remind	False
785	7	people	False
785	8	in	False
785	9	2008	False
785	10	that	False
785	11	HE	False
785	12	was	False
785	13	BLACK	False
785	14	?	False
786	1	The	False
786	2	people	False
786	3	who	False
786	4	were	False
786	5	going	False
786	6	to	False
786	7	vote	False
786	8	for	False
786	9	her	False
786	10	'	False
786	11	because	False
786	12	she	False
786	13	was	False
786	14	a	False
786	15	woman	False
786	16	'	False
786	17	didn't	False
786	18	needed	True
786	19	to	True
786	20	be	True
786	21	reminded	True
786	22	.	False
787	1	And	False
787	2	for	False
787	3	the	False
787	4	rest	False
787	5	of	False
787	6	the	False
787	7	population	False
787	8	?	False
788	1	It	False
788	2	probably	False
788	3	didn't	False
788	4	matter	True
788	5	for	True
788	6	most	True
788	7	of	True
788	8	them	True
788	9	.	False
789	1	And	False
789	2	her	False
789	3	final	False
789	4	rallies	False
789	5	with	False
789	6	Hollywood	False
789	7	and	False
789	8	music	False
789	9	stars	False
789	10	?	False
790	1	I	False
790	2	wonder	False
790	3	if	False
790	4	these	False
790	5	didn't	False
790	6	do	True
790	7	more	True
790	8	harm	True
790	9	than	True
790	10	good	True
790	11	in	True
790	12	those	True
790	13	'	True
790	14	Fly	True
790	15	Over	True
790	16	'	True
790	17	places	True
790	18	where	True
790	19	most	True
790	20	people	True
790	21	felt	True
790	22	forgotten	True
790	23	?	False
791	1	axel	False
791	2	The	False
791	3	UAE	False
791	4	,	False
791	5	Qatar	False
791	6	,	False
791	7	Kuwait	False
791	8	,	False
791	9	Oman	False
791	10	,	False
791	11	Turkey	False
791	12	,	False
791	13	Brunei	False
791	14	,	False
791	15	Malaysia	False
791	16	,	False
791	17	etc	False
791	18	are	False
791	19	Muslim	False
791	20	countries	False
791	21	that	False
791	22	are	False
791	23	effectively	False
791	24	First	False
791	25	World	False
791	26	.	False
792	1	No	False
792	2	terrorists	True
792	3	there	True
792	4	.	False
793	1	This	False
793	2	article	False
793	3	is	False
793	4	a	False
793	5	helpful	False
793	6	contribution	False
793	7	to	False
793	8	understanding	False
793	9	the	False
793	10	situation	False
793	11	in	False
793	12	Europe	False
793	13	.	False
794	1	Fragmented	False
794	2	nationalism	False
794	3	by	False
794	4	'	False
794	5	old	False
794	6	stock	False
794	7	'	False
794	8	citizens	False
794	9	leave	False
794	10	little	False
794	11	room	False
794	12	for	False
794	13	the	False
794	14	integration	False
794	15	of	False
794	16	first	False
794	17	and	False
794	18	second	False
794	19	generation	False
794	20	immigrants	False
794	21	.	False
795	1	For	False
795	2	most	False
795	3	European	False
795	4	countries	False
795	5	the	False
795	6	necessity	False
795	7	of	False
795	8	true	False
795	9	multiculturalism	False
795	10	escapes	False
795	11	them	False
795	12	.	False
796	1	For	False
796	2	Canadian-style	False
796	3	multiculturalism	False
796	4	to	False
796	5	work	False
796	6	there	False
796	7	has	False
796	8	to	False
796	9	be	False
796	10	an	False
796	11	embracing	False
796	12	of	False
796	13	differences	False
796	14	and	False
796	15	not	False
796	16	the	True
796	17	rejection	True
796	18	of	True
796	19	the	True
796	20	'	True
796	21	other	True
796	22	'	True
796	23	as	True
796	24	it	True
796	25	manifests	True
796	26	itself	True
796	27	in	True
796	28	most	True
796	29	European	True
796	30	nations	True
796	31	.	False
797	1	Britain	False
797	2	is	False
797	3	an	False
797	4	exception	False
797	5	and	False
797	6	has	False
797	7	made	False
797	8	serious	False
797	9	efforts	False
797	10	to	False
797	11	integrate	False
797	12	people	False
797	13	from	False
797	14	all	False
797	15	over	False
797	16	the	False
797	17	world	False
797	18	.	False
798	1	I	False
798	2	am	False
798	3	left	False
798	4	t	False
798	5	wonder	False
798	6	is	False
798	7	the	False
798	8	G	False
798	9	&	False
798	10	M	False
798	11	really	False
798	12	that	False
798	13	ignorant	False
798	14	of	False
798	15	the	False
798	16	true	False
798	17	facts	False
798	18	or	False
798	19	simply	False
798	20	afraid	False
798	21	to	False
798	22	expose	False
798	23	Uber	False
798	24	for	False
798	25	what	False
798	26	they	False
798	27	are	False
798	28	.	False
799	1	Currently	False
799	2	Uber	False
799	3	drivers	False
799	4	are	False
799	5	operating	False
799	6	with	False
799	7	no	False
799	8	insurance	True
799	9	.	False
800	1	The	False
800	2	moment	False
800	3	you	False
800	4	agree	False
800	5	to	False
800	6	hold	False
800	7	your	False
800	8	car	False
800	9	out	False
800	10	for	False
800	11	hire	False
800	12	,	False
800	13	you	False
800	14	have	False
800	15	breached	False
800	16	your	False
800	17	insurance	False
800	18	contract	False
800	19	and	False
800	20	have	False
800	21	immediately	False
800	22	voided	False
800	23	it	False
800	24	,	False
800	25	$50,000.00	False
800	26	fine	False
800	27	for	False
800	28	driving	False
800	29	without	False
800	30	valid	True
800	31	insurance	True
800	32	and	False
800	33	$250,000.00	False
800	34	fine	False
800	35	if	False
800	36	you	False
800	37	put	False
800	38	a	False
800	39	claim	False
800	40	through	False
800	41	after	False
800	42	you	False
800	43	have	False
800	44	signed	False
800	45	on	False
800	46	with	False
800	47	Uber	False
800	48	for	False
800	49	fraud	False
800	50	.	False
801	1	I'm	False
801	2	sad	False
801	3	at	False
801	4	only	False
801	5	one	False
801	6	thing	False
801	7	in	False
801	8	my	False
801	9	field	False
801	10	as	False
801	11	I	False
801	12	practice	False
801	13	law	False
801	14	,	False
801	15	I'm	False
801	16	near	False
801	17	retiring	False
801	18	and	False
801	19	such	False
801	20	obvious	False
801	21	and	False
801	22	hectic	False
801	23	lawsuits	False
801	24	are	False
801	25	on	False
801	26	the	False
801	27	way	False
801	28	.	False
802	1	Do	False
802	2	Torontonians	False
802	3	really	False
802	4	hate	False
802	5	their	False
802	6	taxi	False
802	7	industries	False
802	8	that	False
802	9	much	False
802	10	that	False
802	11	they	False
802	12	will	False
802	13	destroy	False
802	14	the	False
802	15	insurance	False
802	16	industries	False
802	17	to	False
802	18	rid	False
802	19	themselves	False
802	20	of	False
802	21	it	False
802	22	.	False
803	1	Get	False
803	2	your	False
803	3	heads	False
803	4	out	False
803	5	of	False
803	6	the	False
803	7	sand	False
803	8	,	False
803	9	,	False
803	10	,	False
803	11	Wake	False
803	12	up	False
803	13	Toronto	False
803	14	,	False
803	15	There	False
803	16	is	False
803	17	no	False
803	18	Cartel	True
803	19	,	False
803	20	stop	False
803	21	believing	False
803	22	that	False
803	23	a	False
803	24	Taxi	False
803	25	License	False
803	26	issued	False
803	27	by	False
803	28	the	False
803	29	City	False
803	30	is	False
803	31	a	False
803	32	problem	False
803	33	,	False
803	34	its	False
803	35	diverting	False
803	36	your	False
803	37	attention	False
803	38	from	False
803	39	the	False
803	40	real	False
803	41	fact	False
803	42	that	False
803	43	Uber	False
803	44	is	False
803	45	hijacking	False
803	46	the	False
803	47	transportation	False
803	48	industry	False
803	49	.	False
804	1	Actually	False
804	2	never	False
804	3	mind	False
804	4	,	False
804	5	,	False
804	6	,	False
804	7	bring	False
804	8	in	False
804	9	your	False
804	10	money	False
804	11	,	False
804	12	,	False
804	13	legal	False
804	14	actions	False
804	15	on	False
804	16	the	False
804	17	way	False
804	18	LoL	False
805	1	On	False
805	2	all	False
805	3	of	False
805	4	the	False
805	5	articles	False
805	6	on	False
805	7	Trump's	False
805	8	victory	False
805	9	the	False
805	10	comment	False
805	11	boards	False
805	12	are	False
805	13	awash	False
805	14	with	False
805	15	glowing	False
805	16	tributes	False
805	17	to	False
805	18	his	False
805	19	victory	False
805	20	.	False
806	1	I	False
806	2	question	False
806	3	whether	False
806	4	these	False
806	5	commentators	False
806	6	have	False
806	7	actually	False
806	8	read	False
806	9	his	False
806	10	policy	False
806	11	statements	False
806	12	or	False
806	13	listened	False
806	14	to	False
806	15	what	False
806	16	he	False
806	17	had	False
806	18	to	False
806	19	say	False
806	20	about	False
806	21	major	False
806	22	issues	False
806	23	that	False
806	24	concern	False
806	25	us	False
806	26	all	False
806	27	.	False
807	1	I	False
807	2	question	False
807	3	whether	False
807	4	they	False
807	5	have	False
807	6	looked	False
807	7	up	False
807	8	who	False
807	9	Trump	False
807	10	has	False
807	11	picked	False
807	12	for	False
807	13	senior	False
807	14	cabinet	False
807	15	posts	False
807	16	.	False
808	1	For	False
808	2	those	False
808	3	who	False
808	4	thought	False
808	5	Bush	False
808	6	and	False
808	7	Cheney	False
808	8	were	False
808	9	the	False
808	10	worst	False
808	11	thing	False
808	12	to	False
808	13	happen	False
808	14	to	False
808	15	America	False
808	16	,	False
808	17	they	False
808	18	couldn't	False
808	19	at	True
808	20	that	True
808	21	time	True
808	22	foresee	True
808	23	a	True
808	24	Trump	True
808	25	election	True
808	26	.	False
809	1	None	False
809	2	of	True
809	3	the	True
809	4	snake-oil	True
809	5	pitches	True
809	6	made	True
809	7	by	True
809	8	him	True
809	9	to	True
809	10	fix	True
809	11	the	True
809	12	economy	True
809	13	will	True
809	14	come	True
809	15	to	True
809	16	pass	True
809	17	,	False
809	18	but	False
809	19	he	False
809	20	has	False
809	21	succeeded	False
809	22	in	False
809	23	doing	False
809	24	what	False
809	25	might	False
809	26	have	False
809	27	seemed	False
809	28	impossible	False
809	29	only	False
809	30	a	False
809	31	few	False
809	32	days	False
809	33	ago	False
809	34	.	False
810	1	He	False
810	2	has	False
810	3	managed	False
810	4	to	False
810	5	make	False
810	6	the	False
810	7	world	False
810	8	a	False
810	9	much	False
810	10	more	False
810	11	dangerous	False
810	12	place	False
810	13	,	False
810	14	while	False
810	15	more	False
810	16	then	False
810	17	likely	False
810	18	plunging	False
810	19	the	False
810	20	world	False
810	21	into	False
810	22	a	False
810	23	recession	False
810	24	.	False
811	1	When	False
811	2	you	False
811	3	make	False
811	4	stupid	False
811	5	decisions	False
811	6	and	False
811	7	they	False
811	8	have	False
811	9	no	False
811	10	consequence	True
811	11	it	False
811	12	only	False
811	13	matters	False
811	14	to	False
811	15	yourself	False
811	16	.	False
812	1	When	False
812	2	you	False
812	3	consciously	False
812	4	vote	False
812	5	in	False
812	6	a	False
812	7	man	False
812	8	uniquely	False
812	9	unqualified	False
812	10	to	False
812	11	be	False
812	12	president	False
812	13	,	False
812	14	then	False
812	15	those	False
812	16	voters	False
812	17	must	False
812	18	also	False
812	19	wear	False
812	20	the	False
812	21	stupid	False
812	22	hat	False
812	23	.	False
813	1	Sadly	False
813	2	we	False
813	3	all	False
813	4	pay	False
813	5	the	False
813	6	price	False
813	7	for	False
813	8	American	False
813	9	stupidity	False
813	10	and	False
813	11	the	False
813	12	seemingly	False
813	13	trancelike	False
813	14	state	False
813	15	they	False
813	16	must	False
813	17	have	False
813	18	been	False
813	19	in	False
813	20	to	False
813	21	believe	False
813	22	in	False
813	23	the	False
813	24	nonsense	False
813	25	they	False
813	26	were	False
813	27	fed	False
813	28	.	False
814	1	Buyers	False
814	2	remorse	False
814	3	will	False
814	4	set	False
814	5	in	False
814	6	quickly	False
814	7	,	False
814	8	but	False
814	9	there	False
814	10	is	False
814	11	no	False
814	12	return	True
814	13	for	True
814	14	4	True
814	15	years	True
814	16	,	False
814	17	and	False
814	18	by	False
814	19	then	False
814	20	the	False
814	21	damage	False
814	22	will	False
814	23	be	False
814	24	done	False
814	25	.	False
815	1	You	False
815	2	want	False
815	3	to	False
815	4	help	False
815	5	Syria	False
815	6	,	False
815	7	then	False
815	8	use	False
815	9	every	False
815	10	power	False
815	11	you	False
815	12	have	False
815	13	to	False
815	14	end	False
815	15	the	False
815	16	senseless	False
815	17	war	False
815	18	there	False
815	19	,	False
815	20	the	False
815	21	destruction	False
815	22	,	False
815	23	the	False
815	24	killings	False
815	25	so	False
815	26	millions	False
815	27	of	False
815	28	people	False
815	29	can	False
815	30	return	False
815	31	to	False
815	32	their	False
815	33	homeland	False
815	34	.	False
816	1	You	False
816	2	achieve	False
816	3	nothing	False
816	4	by	True
816	5	handing	True
816	6	out	True
816	7	golden	True
816	8	spoons	True
816	9	to	True
816	10	25k	True
816	11	chosen	True
816	12	ones	True
816	13	on	True
816	14	taxpayers	True
816	15	expense	True
816	16	.	False
817	1	The	False
817	2	world	False
817	3	is	False
817	4	full	False
817	5	of	False
817	6	problems	False
817	7	,	False
817	8	don't	False
817	9	import	True
817	10	them	True
817	11	over	True
817	12	here	True
818	1	The	False
818	2	degree	False
818	3	that	False
818	4	some	False
818	5	articles	False
818	6	are	False
818	7	'	False
818	8	moderated	False
818	9	'	False
818	10	compared	False
818	11	to	False
818	12	others	False
818	13	certainly	False
818	14	reveals	False
818	15	an	False
818	16	unapologetic	False
818	17	bias	False
818	18	when	False
818	19	'	False
818	20	sensitive	False
818	21	'	False
818	22	topics	False
818	23	are	False
818	24	being	False
818	25	discussed	False
818	26	,	False
818	27	I	False
818	28	guess	False
818	29	it's	False
818	30	2016	False
818	31	so	False
818	32	perhaps	False
818	33	I	False
818	34	should	False
818	35	check	False
818	36	my	False
818	37	privilege	False
818	38	.	False
819	1	We	False
819	2	don't	False
819	3	want	True
819	4	anyone	True
819	5	getting	True
819	6	'	True
819	7	triggered	True
819	8	'	False
819	9	.	False
820	1	What	False
820	2	would	False
820	3	the	False
820	4	Globe's	False
820	5	readers	False
820	6	do	False
820	7	without	False
820	8	the	True
820	9	moderators	True
820	10	to	True
820	11	protect	True
820	12	us	True
820	13	from	True
820	14	ourselves	True
820	15	.	False
820	16	.	False
820	17	.	False
821	1	I'll	False
821	2	give	False
821	3	Vatican-Frank	False
821	4	his	False
821	5	due	False
821	6	,	False
821	7	he's	False
821	8	a	False
821	9	great	False
821	10	marketing	False
821	11	front-man	False
821	12	for	False
821	13	his	False
821	14	church	False
821	15	.	False
822	1	But	False
822	2	one	False
822	3	does	False
822	4	not	False
822	5	have	True
822	6	to	True
822	7	dig	True
822	8	very	True
822	9	deep	True
822	10	to	True
822	11	see	True
822	12	that	True
822	13	the	True
822	14	Catholic	True
822	15	institution's	True
822	16	core	True
822	17	dogma	True
822	18	is	True
822	19	still	True
822	20	rooted	True
822	21	in	True
822	22	misogyny	True
822	23	,	True
822	24	homophobia	True
822	25	and	True
822	26	arbitrary	True
